id	filename	md5	size	state
1bfef5cd-b189-4f5f-a1f4-6363d5cae8b5	1bfef5cd-b189-4f5f-a1f4-6363d5cae8b5/TCGA-LUAD.07431666-42ca-495b-a72d-81bd9332ef79.gene_level_copy_number.tsv	868f18f96e014aad53ab02334997dccf	3482272	validated
1edda519-0250-43ca-b506-73ae2b330ae0	1edda519-0250-43ca-b506-73ae2b330ae0/TCGA-LUAD.76fb9686-c3ad-479e-99f2-25688614222a.gene_level_copy_number.tsv	0324a9927a109cba0bc8529b1d2f419b	3482128	validated
20e357fd-5a4a-48e9-b0ff-ae4456669abb	20e357fd-5a4a-48e9-b0ff-ae4456669abb/TCGA-LUAD.8c6c82bb-e677-430e-89c0-eb0e8faad85f.gene_level_copy_number.tsv	fe03cd940fcd8f853ecb08ed3e9fc191	3482476	validated
2104c809-31c1-4036-811f-2efb37dba820	2104c809-31c1-4036-811f-2efb37dba820/TCGA-LUAD.1abec306-c99b-446f-8f4b-0bb095c2b16d.gene_level_copy_number.tsv	c5761c308316fbe197befb39866b535c	3482489	validated
2106acd7-5206-46ce-a623-9f5e7a982d25	2106acd7-5206-46ce-a623-9f5e7a982d25/TCGA-LUAD.f944247a-5cbb-4bc6-9897-6e0e466ede1f.gene_level_copy_number.tsv	bfc76e700219bd7a48a8b2568a78e157	3482233	validated
21c1b71b-c279-494b-a9db-97730a3f4d5b	21c1b71b-c279-494b-a9db-97730a3f4d5b/TCGA-LUAD.cee306c7-d850-4a8f-81ac-6ab2289c546e.gene_level_copy_number.tsv	dfb22f8e7a969285d2cb672db24cc9f1	3482122	validated
229bfd66-57fb-4857-a7a4-f8924e96f3ec	229bfd66-57fb-4857-a7a4-f8924e96f3ec/TCGA-LUAD.ca4a1b4e-4a58-485b-9285-57a6a299e502.gene_level_copy_number.tsv	0a2a7567273f21058ddd9792fae1b7dc	3482122	validated
239212bd-b78f-40d9-8285-717eadd9614f	239212bd-b78f-40d9-8285-717eadd9614f/TCGA-LUAD.14aca520-8943-453a-974f-0ee169fe45ef.gene_level_copy_number.tsv	ca1f498816e3a78a8e64c1e5bc3dd73b	3482065	validated
244a08af-20f2-4268-b05d-8490db322e36	244a08af-20f2-4268-b05d-8490db322e36/TCGA-LUAD.e29c7621-be79-4953-8c3b-4af7ad1c654f.gene_level_copy_number.tsv	f3f8545c6dcd2838061203233d383d10	3482309	validated
2500c01d-021f-4cee-b416-9a40079cfc1d	2500c01d-021f-4cee-b416-9a40079cfc1d/TCGA-LUAD.8fac7059-d7b3-4043-a7cb-0968cf8b540e.gene_level_copy_number.tsv	7b5ce34c53dbfee408a52c3f4bd1054c	3482248	validated
25735623-141f-478f-8059-04c300afbd42	25735623-141f-478f-8059-04c300afbd42/TCGA-LUAD.1590b0cf-f498-480a-841f-d9825bf1c657.gene_level_copy_number.tsv	0aa8d9e9b4d7d95b138f52e7016d09d2	3482278	validated
27a51332-2681-4705-a0b1-c0ae794f13a2	27a51332-2681-4705-a0b1-c0ae794f13a2/TCGA-LUAD.35862eb5-aaf2-4b03-9ebe-7f622260dab0.gene_level_copy_number.tsv	1ba3b84ecd4bb8c719cb245059f04a7e	3482167	validated
27e5b4c3-b002-4349-aec5-95f5592168f3	27e5b4c3-b002-4349-aec5-95f5592168f3/TCGA-LUAD.1ed4a883-d255-4d45-8ef5-4d9ae896796f.gene_level_copy_number.tsv	7d937312c80e57d40697dbd2c0043c81	3482233	validated
28771509-da8e-4119-b7f9-6092c1fa1f05	28771509-da8e-4119-b7f9-6092c1fa1f05/TCGA-LUAD.edf5d569-f765-45bd-90c0-d80c9aa80fd7.gene_level_copy_number.tsv	e2b1db4564aa8a9c934eb417c93856e8	3482221	validated
291919f8-c341-468d-b171-2a07d4ad0ea9	291919f8-c341-468d-b171-2a07d4ad0ea9/TCGA-LUAD.cdf3df5d-f875-4dcf-96fc-04dd76291c00.gene_level_copy_number.tsv	2e291eea080a5366409c4b0deedb93f6	3482309	validated
2967d003-8b9d-434e-a6c9-a10baf09246d	2967d003-8b9d-434e-a6c9-a10baf09246d/TCGA-LUAD.47450c40-2d13-4b10-a7c6-7568270dfbec.gene_level_copy_number.tsv	a9ac653c0720468c1e4131fc2cc406e1	3482230	validated
2a5a27ad-fc5f-4807-ab6f-a62512b93992	2a5a27ad-fc5f-4807-ab6f-a62512b93992/TCGA-LUAD.78448b12-2931-4066-97e3-9f30617c633c.gene_level_copy_number.tsv	264657bb19a6006353b02595799f95f8	3482275	validated
2a62a783-e9bc-4755-bcc6-52484368c66a	2a62a783-e9bc-4755-bcc6-52484368c66a/TCGA-LUAD.b75da915-f48d-411b-b11f-41c086c46347.gene_level_copy_number.tsv	716acae56432b874ccb46d442fd6b144	3482231	validated
2ab95b66-b355-4cf8-a42a-6fadd5e79e35	2ab95b66-b355-4cf8-a42a-6fadd5e79e35/TCGA-LUAD.e496ac68-6b97-4209-8bd9-ffe0367ee87b.gene_level_copy_number.tsv	29982b3b538e59b0dd338dd570226383	3483150	validated
32018e2d-3454-48b4-953e-0d1ee8b3aee4	32018e2d-3454-48b4-953e-0d1ee8b3aee4/TCGA-LUAD.d8b4d40c-1925-4fcb-9c09-58e4cc3c43cf.gene_level_copy_number.tsv	c42b4494056bf7f2fb96c86e89581f41	3482941	validated
327c614b-9a3d-4363-a0e6-63657629aec6	327c614b-9a3d-4363-a0e6-63657629aec6/TCGA-LUAD.f4434eb0-fb54-4890-8e6d-741ec9914be5.gene_level_copy_number.tsv	fe2a5159bd30e49b934733bc597f1107	3482507	validated
32def417-6112-437d-a9eb-0b598e22a4df	32def417-6112-437d-a9eb-0b598e22a4df/TCGA-LUAD.1611b412-b41e-4968-b0b6-2767e8c7fe2b.gene_level_copy_number.tsv	439c367ef9bd5487d6b05eed40cbbe93	3482263	validated
34e4efb4-ddfd-4e78-a164-4adb80e1cb9e	34e4efb4-ddfd-4e78-a164-4adb80e1cb9e/TCGA-LUAD.adaa069d-1984-4720-bc16-b47c1b02eb07.gene_level_copy_number.tsv	1af15b26dd1b51d5b58e8775c1cac730	3483066	validated
3696aced-c1e0-4c86-9fb2-71c57b36c35a	3696aced-c1e0-4c86-9fb2-71c57b36c35a/TCGA-LUAD.0bd49a1c-166b-4039-a578-50e3828130a2.gene_level_copy_number.tsv	a484c023a3d0807f84fbdbcc3d45627b	3482068	validated
37121951-ba0c-4033-b565-722bff5a2090	37121951-ba0c-4033-b565-722bff5a2090/TCGA-LUAD.e697f67d-09da-4575-a856-c39e26ad70f4.gene_level_copy_number.tsv	aad2aea42b2076c426258bd2835e6bd5	3482595	validated
389e6182-e223-47d9-ab6c-790e55d302f5	389e6182-e223-47d9-ab6c-790e55d302f5/TCGA-LUAD.5659f991-4470-449b-8e88-102f84c4188a.gene_level_copy_number.tsv	d4982d43cb04f0604f24dcee8e1e5c7e	3482473	validated
3986ee91-6dcc-4da9-a268-44e27b9f5319	3986ee91-6dcc-4da9-a268-44e27b9f5319/TCGA-LUAD.48993fce-339c-4ec2-a353-22e0e499d4a4.gene_level_copy_number.tsv	0d4610c433df17493484ec12cd6a7420	3482272	validated
3a04f624-394d-45f4-b480-0ccd800ebf80	3a04f624-394d-45f4-b480-0ccd800ebf80/TCGA-LUAD.d0614ea5-41e1-43d8-9080-20e49c8c63f3.gene_level_copy_number.tsv	ce9a3bad26f0a835b129c53cbe31c9ce	3483208	validated
3a180617-0fe7-4198-a9d2-23bdf08a11c2	3a180617-0fe7-4198-a9d2-23bdf08a11c2/TCGA-LUAD.033214d1-b6a9-499c-97da-1703d8d0e150.gene_level_copy_number.tsv	b94eae2a1096e2679bba439cee76e039	3482149	validated
3a9cc147-2eec-4ac9-a477-971bd21cb0f2	3a9cc147-2eec-4ac9-a477-971bd21cb0f2/TCGA-LUAD.7653845e-c755-46d5-bca6-7186bf6fd65c.gene_level_copy_number.tsv	33a993596da38b45a05c5a47be6f4312	3482275	validated
3ae481d9-e2ac-4ec8-be2f-55a3027c078f	3ae481d9-e2ac-4ec8-be2f-55a3027c078f/TCGA-LUAD.6af6ceb4-722c-493e-befa-9a23abf84a8f.gene_level_copy_number.tsv	4bca744333fcf77f67eb6e988e4ed5f7	3482248	validated
3b734425-bcb7-4cb7-b01a-8ab2780e2fac	3b734425-bcb7-4cb7-b01a-8ab2780e2fac/TCGA-LUAD.2349de03-bb80-4ddd-a1c5-d270c5600239.gene_level_copy_number.tsv	8e5cde0ac22179d1cb1e486be8affd82	3482152	validated
3c7d5936-4813-466a-bef2-6fadf2b95744	3c7d5936-4813-466a-bef2-6fadf2b95744/TCGA-LUAD.ccfc1960-0dc4-4b30-a50b-67babdf20a60.gene_level_copy_number.tsv	3580013ecd05ecf8ba166d7514fbf7d1	3482271	validated
3d8dbe31-f1f3-40e4-9ea2-60db05c8bbc5	3d8dbe31-f1f3-40e4-9ea2-60db05c8bbc5/TCGA-LUAD.ccefc279-6a63-4f33-8986-8c4cb2413e69.gene_level_copy_number.tsv	0c7a373902f86910c70eb25f2e395aad	3482829	validated
3e1e231b-c888-49dc-be3e-1ed3fda16013	3e1e231b-c888-49dc-be3e-1ed3fda16013/TCGA-LUAD.5d88af3b-fff6-4d41-b35e-b037314b5861.gene_level_copy_number.tsv	15fc15677fdf8ecc130a70340826c3a6	3482269	validated
3ed5c97c-098f-4a68-a4fb-ca89d79c3362	3ed5c97c-098f-4a68-a4fb-ca89d79c3362/TCGA-LUAD.20fc0e63-dec1-4b34-befc-56ef1965ee43.gene_level_copy_number.tsv	39530ac3b39a3a0482caca0d727fc55b	3482185	validated
40294cd3-1fc2-47b1-945c-eb3fa0cdceaa	40294cd3-1fc2-47b1-945c-eb3fa0cdceaa/TCGA-LUAD.301ca9da-ec75-4de6-8529-35e13217e5da.gene_level_copy_number.tsv	c56fe69cad2a8f7cc050b0f15cfb3ae3	3482248	validated
41555731-8593-4f05-8efe-36a04271bf99	41555731-8593-4f05-8efe-36a04271bf99/TCGA-LUAD.ade626fb-fb8c-42ec-80a8-f6360e51d9a2.gene_level_copy_number.tsv	ac0c1f35f814fc2783109ce847bbd0a8	3482239	validated
423d20b4-77d1-4f66-a61a-f5e74845a519	423d20b4-77d1-4f66-a61a-f5e74845a519/TCGA-LUAD.d4cdcc6b-85d2-4bdd-aa8f-3dff816c55b7.gene_level_copy_number.tsv	55f4e88f34876380e7c1d8b95f056ffa	3482322	validated
428327fa-d086-4abb-85fd-ab9509ae9f69	428327fa-d086-4abb-85fd-ab9509ae9f69/TCGA-LUAD.10bb685e-409e-4033-a9aa-eb5bad2d513a.gene_level_copy_number.tsv	9fe74a447f31959b5690a587ad3248e8	3482193	validated
42bff2ce-7a32-4cd8-bf3f-30808793ebd2	42bff2ce-7a32-4cd8-bf3f-30808793ebd2/TCGA-LUAD.bc96bf8f-7c03-4c4d-97dd-33bceb41e565.gene_level_copy_number.tsv	e4d879aa1b698232ff65138b5133ce21	3482587	validated
44356f83-b662-4c4c-976e-7521451898b9	44356f83-b662-4c4c-976e-7521451898b9/TCGA-LUAD.9dde94a8-03fd-4da4-8fce-4f8d9b1d043b.gene_level_copy_number.tsv	fd2f4cc4292bb5aebd4a116606f48ca4	3482315	validated
470d733d-25b5-4686-b910-cf11e55468f4	470d733d-25b5-4686-b910-cf11e55468f4/TCGA-LUAD.7eb76a57-6387-4114-95f2-1d0e6042f7fc.gene_level_copy_number.tsv	8b9d2695bc9cbca917de110e7aeee814	3482550	validated
4730bddb-a1e1-47d7-9217-a8f92fa82788	4730bddb-a1e1-47d7-9217-a8f92fa82788/TCGA-LUAD.57879b0a-a7e6-49f6-bf46-1349a87f2516.gene_level_copy_number.tsv	589a4da36cf92cd64c203dfe193dddd8	3482333	validated
4a042370-230d-4ef7-8a69-0acaf8a6121e	4a042370-230d-4ef7-8a69-0acaf8a6121e/TCGA-LUAD.34990d16-8a9e-4f5c-8fb9-7b00ee03f772.gene_level_copy_number.tsv	c329fd500e9296e7ca3439811763f6b2	3482667	validated
4a97d9a2-df0f-4f3c-b733-34dc89fe6ce8	4a97d9a2-df0f-4f3c-b733-34dc89fe6ce8/TCGA-LUAD.165603f6-bb27-4c2d-af71-80d30ac22a7c.gene_level_copy_number.tsv	1756dedd7e3f748857a7d8eb83575a3f	3487555	validated
4afeaee2-9fe5-4a24-bc50-a3c0751f4a0d	4afeaee2-9fe5-4a24-bc50-a3c0751f4a0d/TCGA-LUAD.47a630db-cf49-46cf-a41a-4ab09a5af4b0.gene_level_copy_number.tsv	c7bba056ffa1ac4eb283c8ec050276cf	3486379	validated
4c05ba27-c716-4b13-a4a9-42fd70ae1fd6	4c05ba27-c716-4b13-a4a9-42fd70ae1fd6/TCGA-LUAD.56b05714-3de6-40b4-b2fd-11a38878d01d.gene_level_copy_number.tsv	2307a9689ab1308eba11cf156dd1b617	3482149	validated
4c64ec1d-b10c-4324-92bc-4a3001aa7a39	4c64ec1d-b10c-4324-92bc-4a3001aa7a39/TCGA-LUAD.e5fc22c0-df50-4bb0-a47c-82e15560878d.gene_level_copy_number.tsv	aa98a7b22ed8aa762b85e84470471db4	3482245	validated
4dd76577-5720-4035-a3bc-2e9f435d4307	4dd76577-5720-4035-a3bc-2e9f435d4307/TCGA-LUAD.53f5736f-dee8-4476-8973-5664e49269f8.gene_level_copy_number.tsv	81e6bb6ce8cd8bcb02435ff84297f9aa	3482124	validated
4f2f2931-1558-45af-8898-6035f30bb65e	4f2f2931-1558-45af-8898-6035f30bb65e/TCGA-LUAD.5513b513-798a-486c-b60f-966c5101a700.gene_level_copy_number.tsv	6aa4ee8cc7bfcbd3dd3aa44770c3c1db	3482678	validated
52909661-d716-474d-8783-0345a0122db5	52909661-d716-474d-8783-0345a0122db5/TCGA-LUAD.f8760247-af6a-4360-b7f5-af9ee5bfbef5.gene_level_copy_number.tsv	6009b037570dcdee1abd33a637efe80a	3484794	validated
53e2c0fd-94d9-4445-b9c5-5198fff74970	53e2c0fd-94d9-4445-b9c5-5198fff74970/TCGA-LUAD.211a8ccf-09a6-42df-b17b-04f738f53748.gene_level_copy_number.tsv	f1a78a47ee52c9328d5d17374b6de84b	3482097	validated
540d9bd1-6227-43d1-98f3-bb7c8b128d66	540d9bd1-6227-43d1-98f3-bb7c8b128d66/TCGA-LUAD.842ebc0b-723a-471e-82d3-2146b53885ec.gene_level_copy_number.tsv	744f016e39ee214956ca45752b403ded	3482151	validated
55b2cb1e-0721-4220-9855-7d781634fb52	55b2cb1e-0721-4220-9855-7d781634fb52/TCGA-LUAD.dd4ab024-1ad7-4ece-8451-b3592e9d8959.gene_level_copy_number.tsv	eeec42f160fc4d4837912dfc393e8744	3482638	validated
56309707-1f33-4007-8c0b-c16c39170cdd	56309707-1f33-4007-8c0b-c16c39170cdd/TCGA-LUAD.bb92211a-18dc-4733-b9de-92633aee2bae.gene_level_copy_number.tsv	861ec0474843b0884b4dc344cd402e9b	3482970	validated
588276cc-dfff-4716-bb8d-a3cf33c83179	588276cc-dfff-4716-bb8d-a3cf33c83179/TCGA-LUAD.7621ad4e-67a8-40ac-a1ad-3aed62acbe48.gene_level_copy_number.tsv	8d6ff61097de84c7c5914927b272667d	3482249	validated
5b93eb47-aee8-48f5-8f3a-6b49c60bfde6	5b93eb47-aee8-48f5-8f3a-6b49c60bfde6/TCGA-LUAD.7991e87a-3d0e-4e64-bf9b-c672a80f8a3f.gene_level_copy_number.tsv	41762f7f0de8eb0d8826cf596d57434c	3482257	validated
5be0d0dc-b0c3-4f35-9087-08f9b897b321	5be0d0dc-b0c3-4f35-9087-08f9b897b321/TCGA-LUAD.321e0572-cc49-461a-acf2-17e603bb29af.gene_level_copy_number.tsv	6df6ede8a359b068b8f1ec1a91aa657d	3482867	validated
5c67e2be-be79-4893-a05e-aae9efe58ee7	5c67e2be-be79-4893-a05e-aae9efe58ee7/TCGA-LUAD.cb90ad75-76eb-4ad3-b859-74f255ab46f8.gene_level_copy_number.tsv	14822ef9f35d68e882ba76790722db78	3483686	validated
5d35e0a5-4c47-407f-b1f6-b3c0de4e4230	5d35e0a5-4c47-407f-b1f6-b3c0de4e4230/TCGA-LUAD.b94568e6-1760-496d-80c5-9ad6182283a4.gene_level_copy_number.tsv	25c57c5578bd3206e3cdc934f59ed197	3482224	validated
5d84934c-c271-454a-b2dc-21d6582c91ee	5d84934c-c271-454a-b2dc-21d6582c91ee/TCGA-LUAD.1ea05561-a049-49c8-8a1a-fbd92296ac29.gene_level_copy_number.tsv	54bb23e1162d02841bdd16b6a597f49f	3483819	validated
5dc8872c-9a1b-45c4-9464-dc08368c611a	5dc8872c-9a1b-45c4-9464-dc08368c611a/TCGA-LUAD.1c9fd2d6-73f9-4852-a777-f64cde62899c.gene_level_copy_number.tsv	51ac57f1a4066738d62b0e1eaef5999d	3483050	validated
5e61c6b2-675a-4678-9cdf-19146987e15b	5e61c6b2-675a-4678-9cdf-19146987e15b/TCGA-LUAD.681399c0-07d4-4283-87df-45b902c31e8b.gene_level_copy_number.tsv	0544d6d58e8dc4ec1afc29bfa68163ac	3482269	validated
5faba5ca-2eed-4845-a6f0-d084e36929b1	5faba5ca-2eed-4845-a6f0-d084e36929b1/TCGA-LUAD.4a90a4e2-8a23-425d-a249-5bce63edf3cb.gene_level_copy_number.tsv	0516bc61ca3331193d073d2a7836c547	3482457	validated
611d0490-3322-4247-805e-26dceb05a5ce	611d0490-3322-4247-805e-26dceb05a5ce/TCGA-LUAD.0c5e7349-7134-4836-8368-62c596d32e6b.gene_level_copy_number.tsv	e220093768ade4c4e19fdc43dc2babb3	3482644	validated
62823802-e8f8-4d4e-b8e1-284dd3d8ec33	62823802-e8f8-4d4e-b8e1-284dd3d8ec33/TCGA-LUAD.d9fe5648-319b-4ec8-be92-ad730037936d.gene_level_copy_number.tsv	67412528de08bf358f6a4103586f46fb	3482269	validated
62af6fdf-f1d6-4d0a-a75d-fa54ba044cd2	62af6fdf-f1d6-4d0a-a75d-fa54ba044cd2/TCGA-LUAD.bf12da41-bbc7-4b51-b972-07a784eeaca6.gene_level_copy_number.tsv	0fecbace7226c36c3e00f20868634e46	3482356	validated
63672c66-572a-4f1c-bf6e-44098fc0dc34	63672c66-572a-4f1c-bf6e-44098fc0dc34/TCGA-LUAD.57e73b3a-1042-4924-bcbd-0c5eba914bec.gene_level_copy_number.tsv	ec3c96e6e43b73c765ad1253d9a81005	3482299	validated
650e039e-46ec-4624-ab91-9a62555acec9	650e039e-46ec-4624-ab91-9a62555acec9/TCGA-LUAD.cfc10ed7-5210-4b31-a470-9327bb52d3c5.gene_level_copy_number.tsv	98f1a85564323bcf5c63ec8c7da507b2	3482430	validated
674fed2b-d83c-4895-8770-5bb68f9f6b31	674fed2b-d83c-4895-8770-5bb68f9f6b31/TCGA-LUAD.d4b9bf79-62a5-41d5-aaec-60f616705dfa.gene_level_copy_number.tsv	6c5320c00c738c1bd75c2fd79eef8907	3482464	validated
67cdd77c-e4eb-4b48-8acd-27763832a1a6	67cdd77c-e4eb-4b48-8acd-27763832a1a6/TCGA-LUAD.21fbe471-d198-41cf-a2dc-16c46996fac5.gene_level_copy_number.tsv	a8ca76d81012976d962c523137f0da0f	3482383	validated
68a85f29-d5bf-4b0b-87f9-71308d5ecd1a	68a85f29-d5bf-4b0b-87f9-71308d5ecd1a/TCGA-LUAD.72399ef5-bf65-429a-8e9a-afbaaf8b0206.gene_level_copy_number.tsv	0a25e42acccf6ebce85478ea50e8b230	3482252	validated
69df671d-644e-4d7c-b38a-f662d3b8df50	69df671d-644e-4d7c-b38a-f662d3b8df50/TCGA-LUAD.c050a131-745c-494a-aad4-9fac89892f89.gene_level_copy_number.tsv	a68bcacfeec99b571bdf0ba8b0255ad3	3482233	validated
6c3cdde3-755b-40f0-9802-86ea2b50fa4b	6c3cdde3-755b-40f0-9802-86ea2b50fa4b/TCGA-LUAD.624902a0-f771-4daa-9598-ec7e5cfcc7bd.gene_level_copy_number.tsv	99f3f05108489a3727320333d3f3faf1	3482121	validated
70f3b80e-a988-4b26-b450-1b797ffb0668	70f3b80e-a988-4b26-b450-1b797ffb0668/TCGA-LUAD.a8466c33-c812-48aa-9c92-b5a19d944e1c.gene_level_copy_number.tsv	431ffc6b73b11d0b64cef5dbb1fd2938	3482788	validated
7224a3d6-1e80-44cd-9244-0e3271a0ef0e	7224a3d6-1e80-44cd-9244-0e3271a0ef0e/TCGA-LUAD.e950d7d9-06d5-48d7-925d-f63f8bcf34f7.gene_level_copy_number.tsv	efb0e62515c05256975f141ec4401b8a	3482980	validated
